Shooting range ID,Name,Street address,State,city,Zip code,Phone number,NSSF Member,Facility Details,Services,Shooting Available,Distance,Competition,Website
4840,Fusion Security and Tactical Enterprises,8975 Fm 740 South,TX,Forney,75126,(469) 334-9107,Non-NSSF,"['Private', 'Outdoor', 'Commercial Range', 'Law enforcement', 'Handicap accessible', 'Members Only', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Camper/RV Sites', 'Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field', 'Archery Outdoor 3D']","['Handgun/Smallbore Rifle: 300 yd/mtr', 'Center-Fire Rifle: 500 yd/mtr']","['3 Gun/Multi Gun', 'Airgun', 'Bench Rest', 'Handgun Metallic Silhouette', 'Hi-Power Rifle Matches', 'Practical/Action Pistol', 'Precision Pistol', 'Rifle Metallic Silhouette', 'Rimfire Challenge']",http://www.fusiongunrange.com
5326,The Shooting Gallery,6062A E Lancaster Ave,TX,Fort Worth,76112-6547,(817) 496-9900,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Instruction Available', 'Retail Store']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 75 ft']",[],http://www.winchestergallery.com
9814,Trigger Time Ranch,2341 NW State Hwy 11,TX,Leonard,75452,214-876-8919,Non-NSSF,"['Private', 'Outdoor', 'Law enforcement', 'Municipal Facility', ""Gun/Sportsman's Club"", 'Members Only', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Instruction Available', 'Picnic Area', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']",[],http://www.triggertimeranch.com
4399,"Rockwall Gun Club, Inc",15900 TX Hwy 205,TX,Terrell,75160,(972) 215-6902,Non-NSSF,"['Private', 'Outdoor', 'Commercial Range']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 500 yd/mtr', 'Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 500 yd/mtr', 'Center-Fire Rifle: 75 ft']",[],http://www.rockwallgunclub.com
5443,TDSA (Texas Defensive Shooting Academy),1125 Wolf Springs Road,TX,Ferris,75125,(972) 217-1182,Non-NSSF,"['Private', 'Outdoor', 'Commercial Range', 'Law enforcement', 'Handicap accessible', 'Members Only', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Instruction Available', ""Women's Programs""]","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 300 yd/mtr']",['3 Gun/Multi Gun'],http://www.tdsa.net
7686,"Firearms Training Fort Worth/2A Freedom Shooting Co, LLC",4886 Kennedale New Hope Rd,TX,Fort Worth,76140,(469) 826-3839,Non-NSSF,"['Private', 'Outdoor', 'Commercial Range', 'Law enforcement', 'Handicap accessible']","['Equipment Rentals', 'Food Service/Snacks', 'Instruction Available', 'Picnic Area', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 200 yd/mtr', 'Center-Fire Rifle: 200 yd/mtr']","['3 Gun/Multi Gun', 'Airgun', 'Bench Rest', 'Handgun Metallic Silhouette', 'Practical/Action Pistol', 'Rimfire Challenge']",http://www.firearmstrainingfortworth.com
1510,Alpine Shooting Range,5482 Shelby Rd,TX,Ft. Worth,76140,(817) 478-6613,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Handicap accessible', 'Public Access']","['Clubhouse/Lounge/Lodge', 'Hunter Education', 'Instruction Available', 'Picnic Area', 'Retail Store']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor 3D']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']",['Sporting Clays/FITASC'],http://www.alpinerange.com
11783,Txgunrange.com,5761 W U.S. 287,TX,Midlothian,76065,(469) 487-4810,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Law enforcement', 'Handicap accessible', 'Public Access', 'Host Events Open To Public/Non-Members']","['Retail Store', ""Women's Programs""]","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 100 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']",[],http://www.txgunrange.com
4398,Desoto Gun Club (of Texas),470 W Sterrett Road,TX,Wacahachie,75167,(972) 576-3338,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club""]","['Instruction Available', 'Picnic Area', ""Women's Programs""]",['Shotguns'],[],[],http://www.desotogunclubtx.com
7628,North East Texas Tactical,5701 FM 2578,TX,Terrell,75160,(817) 681-6457,Non-NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club"", 'Members Only', 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Instruction Available', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 100 yd/mtr', 'Center-Fire Rifle: 500 yd/mtr']","['Hi-Power Rifle Matches', 'Practical/Action Pistol']",http://www.northeasttexastactical.com
4904,Target Time,5321 FM 1187,TX,Burleson,76028,(817) 563-4200,Non-NSSF,"['Private', 'Indoor', 'Commercial Range', 'Law enforcement', 'Municipal Facility', 'Handicap accessible', 'Public Access', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 75 ft']",[],http://www.targettimetexas.com
6929,Arlington Sportsmans Club Inc.,11500 CR 525,TX,Mansfield,76009,(817) 473-0581,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Members Only', 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Hunter Education', 'Instruction Available', 'Picnic Area']","['Rifles', 'Shotguns', 'Archery Outdoor Field', 'Archery Outdoor 3D']",['Center-Fire Rifle: 200 yd/mtr'],"['3D Archery', 'Cowboy Action Shooting', 'Handgun Metallic Silhouette', 'Skeet Competition', 'Sporting Clays/FITASC', 'Trap Competition']",http://www.arlingtonsportsman.com/
4896,Ammo Depot,4725 FM 36 South,TX,Caddo Mills,75135,(903) 527-6123,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Food Service/Snacks', 'Instruction Available', 'Retail Store']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 50 ft', 'Center-Fire Rifle: 50 ft']",['Airgun'],#
7875,Lee's Gun Repair & Range,369 Parker Rd,TX,Palmer,75152,(972) 845-2081,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Host Events Open To Public/Non-Members']",[],"['Handguns', 'Rifles', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 100 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']",['Airgun'],#
7542,VX Marksmanship LLC,376 County Road 4004,TX,Decatur,76234,(817) 851-2618,Non-NSSF,"['Private', 'Outdoor', 'Law enforcement', ""Gun/Sportsman's Club"", 'Military Facility', 'Handicap accessible', 'Public Access', 'Memberships Available']","['Camper/RV Sites', 'Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Instruction Available', 'Junior Rifle', 'Lodging Available', 'Picnic Area', ""Women's Programs""]","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 500 yd/mtr', 'Center-Fire Rifle: 500 yd/mtr']","['Bench Rest', 'Cowboy Action Shooting', 'Handgun Metallic Silhouette', 'Hi-Power Rifle Matches', 'Muzzle Loading Events', 'Precision Pistol', 'Rifle Metallic Silhouette', 'Skeet Competition', 'Smallbore']",http://www.vxmarksmanship.com
8006,Mission160 Gun Club,6040 Highway 160,TX,Whitewright,75491,972-978-1103,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Members Only', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Instruction Available', 'Picnic Area']","['Handguns', 'Shotguns']",['Handgun/Smallbore Rifle: 75 ft'],['Practical/Action Pistol'],http://mission160.com
7728,Poetry Shooting Club LLC,20495 N. State Hwy 34,TX,Terrell,75161,(214) 728-2755,Non-NSSF,"['Private', 'Outdoor', 'Hunting Preserve', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Camper/RV Sites', 'Equipment Rentals', 'Instruction Available', 'Picnic Area', 'Youth Programs']","['Rifles', 'Archery Outdoor Field']",['Center-Fire Rifle: 500 yd/mtr'],['Airgun'],http://www.poetryshootingclub.com
10710,Pecan Ridge Outdoor Center,8930 Farm to Market Road 1390,TX,Scurry,75158,(214) 402-7836,Non-NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club"", 'Public Access', 'Members Only', 'Memberships Available', 'Host Events Open To Public/Non-Members']",['Instruction Available'],"['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor 3D']","['Handgun/Smallbore Rifle: 100 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']",[],http://pecanridgeodc.com
1800,Elk Castle Shooting Sports,8240 West Freeway,TX,Fort Worth,76108,(817) 246-4622,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Law enforcement', 'Handicap accessible']","['Equipment Rentals', 'Instruction Available', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 50 ft', 'Center-Fire Rifle: 50 ft']",[],http://www.elkcastle.com
7250,Texas Pistol Academy,2552 Rose Hill Rd.,TX,Whitewright,75491,(903) 364-2076,Non-NSSF,"['Public', 'Indoor/Outdoor', 'Commercial Range', 'Handicap accessible', 'Public Access']",['Instruction Available'],[],[],[],http://www.texaspistol.com
6913,Fort Wolters Range (KD),Route 1 Box 488J,TX,Azle,76020,(817) 444-4844,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Memberships Available']",[],[],[],['Rifle Metallic Silhouette'],#
7518,"Terrell Rifle & Pistol Club, Inc.",17405 County Road 345,TX,Terrell,75161,(720) 979-4209,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Members Only', 'Memberships Available']",[],[],[],[],http://www.terrellriflepistolclub.org/
5731,Fossil Pointe Sporting Grounds,7282 N. FM 51,TX,Decatur,76234,(940) 393-6402,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Handicap accessible', 'Public Access']","['Camper/RV Sites', 'Clubhouse/Lounge/Lodge', 'Instruction Available', 'Lodging Available']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 200 yd/mtr']",['Sporting Clays/FITASC'],http://www.fossilpointe.net
2223,Fort Worth Trap and Skeet Club,1064 Fm 2871,TX,Fort Worth,76126-9567,(817) 244-9878,Non-NSSF,"['Private', 'Outdoor', 'Commercial Range', 'Handicap accessible', 'Memberships Available']","['Camper/RV Sites', 'Clubhouse/Lounge/Lodge', 'Food Service/Snacks', 'Instruction Available']",['Shotguns'],[],"['Skeet Competition', 'Trap Competition']",http://www.claytargetsonline.com/club.php/1825
4348,"Jacobs Plain Gun Club, Inc.",6734 Fm 118,TX,Greenville,75401-6171,(903) 455-2264,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Handicap accessible', 'Public Access']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Lodging Available', 'Picnic Area', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor 3D']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']","['Cowboy Action Shooting', 'Handgun Metallic Silhouette', 'Practical/Action Pistol']",http://www.jacobsplain.com
6672,Lonestar Range & Academy LLC,"10,000 N US Hwy 183",TX,Florence,76527,(512) 516-7640,NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Host Events Open To Public/Non-Members']","['Food Service/Snacks', 'Instruction Available', ""Women's Programs"", 'Youth Programs']","['Rifles', 'Shotguns', 'Archery Outdoor Field']",['Center-Fire Rifle: 100 yd/mtr'],[],http://www.lonestarrangeacademy.com
8030,Meadow Ridge Archery and Gun,1090 County Road 231,TX,Nacogdoches,75961,936-569-9880,NSSF,"['Public', 'Indoor/Outdoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Indoor', 'Archery Outdoor Field', 'Archery Outdoor 3D']","['Handgun/Smallbore Rifle: 100 yd/mtr', 'Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 100 yd/mtr', 'Center-Fire Rifle: 75 ft']",['3D Archery'],http://www.meadowridgearcheryandgun.com
7189,"Able's Sporting, Inc.",357 FM 1791 North,TX,Huntsville,77340,(936) 295-5786,NSSF,"['Public', 'Outdoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Public Access', 'Memberships Available']","['Retail Store', 'Youth Programs']","['Rifles', 'Shotguns']",['Center-Fire Rifle: 100 yd/mtr'],['Sporting Clays/FITASC'],http://www.ableammo.com
5285,Off Duty Armory,2865 SW Wilshire Blvd,TX,Burleson,76028-6333,(817) 295-3373,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Law enforcement', 'Handicap accessible', 'Public Access']","['Equipment Rentals', 'Instruction Available', 'Retail Store']",['Handguns'],['Handgun/Smallbore Rifle: 75 ft'],[],http://www.offdutyarmory.com
4943,Special Operations Systems LLC,11641 S Interstate 35 W,TX,Grandview,76050-3522,(888) 281-7811,Non-NSSF,"['Private', 'Outdoor', 'Commercial Range', 'Law enforcement', 'Military Facility', 'Handicap accessible', 'Public Access', 'Host Events Open To Public/Non-Members']","['Instruction Available', 'Picnic Area', 'Retail Store']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 300 yd/mtr', 'Center-Fire Rifle: 300 yd/mtr']",[],http://www.specopsystems.com
2588,Top-Flight Hunting Preserve,1164 County Road 102,TX,Columbus,78934,(979) 732-9196,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range']",['Lodging Available'],[],[],[],http://www.topflighthunting.com
8830,Jacob's Plain Gun Club,6734 FM 118,TX,Greenville,75401,(214) 592-6068,Non-NSSF,"['Private', 'Outdoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Members Only', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Camper/RV Sites', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 100 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']","['3 Gun/Multi Gun', 'Cowboy Action Shooting', 'Hi-Power Rifle Matches', 'Practical/Action Pistol', 'Rimfire Challenge']",http://www.jacobsplaingunclub.com
3982,Big Rock Shooting Resort,112 E Market St,TX,Mabank,75147-2307,(903) 887-6791,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Members Only']",[],['Shotguns'],[],[],#
10343,"On Target Ranges No. 1, LLC",2116 Northwest 0100,TX,Corsicana,75110,(903) 229-0886,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Public Access', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Instruction Available', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Rifles', 'Shotguns', 'Archery Outdoor Field']",['Center-Fire Rifle: 50 yd/mtr'],[],http://www.ontargetranges.com
5861,East Texas Sporting Clays,552 Van Zandt County Road 2142,TX,Wills Point,75169,(903) 848-0357,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Lodging Available', 'Retail Store']","['Shotguns', 'Archery Outdoor 3D']",[],[],http://www.crumpleranch.com
5027,Triple C Tactical Training LLC,14333 Cleburne Hwy,TX,Cresson,76035,(214) 504-4761,Non-NSSF,"['Private', 'Outdoor', 'Commercial Range', 'Handicap accessible', 'Memberships Available', 'Host Events Open To Public/Non-Members']",['Picnic Area'],"['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 200 yd/mtr', 'Center-Fire Rifle: 200 yd/mtr']","['3 Gun/Multi Gun', 'Practical/Action Pistol', 'Precision Pistol']",http://www.triplectacticaltraining.com
1905,Upland Bird Country,1720 S Highway 287,TX,Corsicana,75151,(903) 872-5663,Non-NSSF,"['Public', 'Outdoor', 'Hunting Preserve', 'Handicap accessible']","['Camper/RV Sites', 'Clubhouse/Lounge/Lodge', 'Instruction Available', 'Lodging Available', 'Picnic Area']",['Shotguns'],[],[],http://www.uplandbird.com
7435,Big Rock Gun Club,VZCR 2901 1 Mile East of FM 316,TX,Eustace,75124,(972) 644-7981,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Members Only', 'Memberships Available']","['Instruction Available', 'Junior Rifle', 'Picnic Area', 'Youth Programs']","['Handguns', 'Rifles', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 500 yd/mtr']",['Airgun'],http://www.brgc.net/
4435,J-Bar-C Shooting Range,SR 22 Rt 2 Box 679,TX,Whitney,76692-4989,(254) 694-4806,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Handicap accessible']",[],['Archery Outdoor Field'],[],[],#
6919,Allens Gunsmithing,RR 1 Box 207D-1,TX,Savoy,75479,(903) 965-7732,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range']",[],[],[],[],#
4102,"Red River Firearms, LLC",2926 Texoma Pkwy,TX,Sherman,75090-1906,(903) 893-8449,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Law enforcement', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Retail Store', ""Women's Programs"", 'Youth Programs']",['Handguns'],['Handgun/Smallbore Rifle: 75 ft'],[],http://www.rrfeast.com/
7583,Denison Sporting Clays,1747 Desvoignes Rd,TX,Denison,75021,(903) 647-5265,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Public Access', 'Memberships Available']","['Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Picnic Area', ""Women's Programs"", 'Youth Programs']",['Shotguns'],[],[],#
5620,Krav K9 and Tactical,235 CR 238,TX,Bertram,78605,(512) 909-4642,Non-NSSF,"['Private', 'Outdoor', 'Law enforcement', ""Gun/Sportsman's Club"", 'Military Facility', 'Handicap accessible', 'Members Only', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Instruction Available', 'Junior Rifle', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 300 yd/mtr']","['3 Gun/Multi Gun', 'Airgun', 'Cowboy Action Shooting', 'Handgun Metallic Silhouette', 'Practical/Action Pistol', 'Precision Pistol', 'Rifle Metallic Silhouette', 'Smallbore']",http://training.kravk9.com
7202,Wolf Creek Hunt Club,1669 W. FM 1753,TX,Bonham,75418,(903) 583-1066,Non-NSSF,"['Private', 'Outdoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Public Access', 'Memberships Available']",['Clubhouse/Lounge/Lodge'],['Shotguns'],[],[],http://www.wolfcreekhuntclub.com
4962,Goin Firearms and Shooting,4370 cr 417,TX,Muenster,76252,(940) 284-2125,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Public Access', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Instruction Available', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 200 yd/mtr']","['3 Gun/Multi Gun', 'Bench Rest', 'Handgun Metallic Silhouette', 'Rifle Metallic Silhouette']",http://goinfirearmsandshooting
3636,Sporting Pheasants,RR 1 Box 56,TX,Ivanhoe,75447-9708,(903) 664-4205,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range']",[],[],[],[],#
5528,"Red River West, LLC",6793 CR 411,TX,Gainesville,76240,(940) 284-3200,Non-NSSF,"['Private', 'Outdoor', 'Commercial Range', 'Law enforcement', 'Municipal Facility', 'Handicap accessible', 'Host Events Open To Public/Non-Members']","['Instruction Available', ""Women's Programs""]","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 500 yd/mtr', 'Center-Fire Rifle: 500 yd/mtr']",[],http://www.rrfwest.com
6710,Wades Shooting Range,FM 1749,TX,Bowie,76230,(817) 872-2449,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club""]",[],[],[],[],#
4751,Angelina Rifle & Pistol Club,1438 Rifle Road,TX,Pollok,75969,(936) 853-5052,Non-NSSF,"['Private', 'Outdoor', 'Law enforcement', ""Gun/Sportsman's Club""]",[],"['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 100 yd/mtr', 'Center-Fire Rifle: 500 yd/mtr']","['Bench Rest', 'Handgun Metallic Silhouette']",http://angelinarifleandpistolclub.org/cgi-bin/cms/
