Shooting range ID,Name,Street address,State,City,Zip code,Phone number,NSSF Member,Facility Details,Services,Shooting Available,Distance,Competition,Website
3906,Dale Wimp Rifle Range,7398 Avenue 328,CA,Visalia,93279-0105,(559) 651-3063,Non-NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access']",[],"['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 200 yd/mtr', 'Center-Fire Rifle: 200 yd/mtr']","['Cowboy Action Shooting', 'Muzzle Loading Events', 'Rifle Metallic Silhouette', 'Smallbore']",https://www.facebook.com/pages/Dale-Wimp-Rifle-Range/188184374533099
4212,Tulare County Trap Club,7394 Ave 328,CA,Visalia,93292,(559) 999-2067,Non-NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club"", 'Public Access', 'Memberships Available']",[],['Shotguns'],[],[],http://www.tularecountytrapclub.com/
6138,Redlands Shooting Park,2125 N. Orange St,CA,Redlands,92373,(909) 335-8844,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Camper/RV Sites', 'Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Instruction Available', 'Retail Store', ""Women's Programs""]",['Shotguns'],[],"['Skeet Competition', 'Sporting Clays/FITASC', 'Trap Competition']",http://www.redlandsshootingpark.com
9092,The Compound Movie Ranch & Training Facility,11000 Happy Camp Road,CA,Moorpark,93012,(805) 369-9665,Non-NSSF,"['Private', 'Outdoor', 'Commercial Range', 'Law enforcement', ""Gun/Sportsman's Club"", 'Military Facility', 'Handicap accessible', 'Public Access', 'Members Only', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Camper/RV Sites', 'Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Instruction Available', 'Junior Rifle', 'Picnic Area', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 100 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']",[],http://www.thecompoundus.com
5478,Woods Archery Range,1434 Santa Anita Ave,CA,South El Monte,91733,(626) 582-8898,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Law enforcement', 'Handicap accessible', 'Public Access']","['Equipment Rentals', 'Hunter Education', 'Retail Store']",['Archery Indoor'],[],[],http://www.thecrossbowstore.com
1514,Triple B Clays Shotgun Sports Park,831 N Rosemead Blvd,CA,South El Monte,91733-4211,(626) 579-5201,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available']","['Camper/RV Sites', 'Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Lodging Available', 'Picnic Area', 'Retail Store', ""Women's Programs"", 'Youth Programs']",['Shotguns'],[],"['Skeet Competition', 'Sporting Clays/FITASC', 'Trap Competition']",http://www.triplebclays.com
4576,"Los Angeles Rifle & Revolver Club, Inc.",1700 N Loma aVE Whittier Narrows Recreation Area,CA,So El Monte,91733,(714) 612-4585,Non-NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Instruction Available', 'Picnic Area']",['Handguns'],['Handgun/Smallbore Rifle: 100 yd/mtr'],"['Airgun', 'Smallbore']",http://www.larrclub.org
5178,La Puente Firing Range,16418 Valley Blvd,CA,La Puente,91744-5547,(626) 330-8336,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available']","['Equipment Rentals', 'Food Service/Snacks', 'Instruction Available', 'Retail Store']",['Handguns'],['Handgun/Smallbore Rifle: 75 ft'],[],http://www.lpfr.com
7184,Firearms Training Academy,1375 W 6tth Street,CA,Los Angeles,90063,(213) 622-9201,Non-NSSF,"['Public', 'Indoor/Outdoor', 'Commercial Range', 'Law enforcement', 'Handicap accessible', 'Public Access']","['Food Service/Snacks', 'Hunter Education', 'Instruction Available']",[],[],['Precision Pistol'],http://www.firearmsacademy.net/index.html
6371,Riverside Archery,1919 Atlas Dr,CA,Riverside,92501-1736,(909) 684-9192,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access']","['Instruction Available', 'Retail Store']",['Archery Indoor'],[],[],http://www.riversidearcheryca.net/index.html
4302,Los Angeles Gun Club,1375 East 6th Street Unit 7,CA,Los Angeles,90021,(213) 612-0931,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Instruction Available', 'Retail Store']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 50 ft', 'Center-Fire Rifle: 50 ft']",[],http://www.thelosangelesgunclub.com
1583,Prado Olympic Shooting Park,17501 Pomona Rincon Road,CA,Chino,91708,(909) 597-4794,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Handicap accessible', 'Public Access']","['Hunter Education', 'Instruction Available', ""Women's Programs""]",['Shotguns'],[],"['Airgun', 'Bench Rest', 'Precision Pistol']",http://www.shootprado.com
7075,Oranco Bowmen Archery Range,17504 Pomona Rincon Rd,CA,Chino,91708-9286,(909) 597-7582,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Members Only', 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Instruction Available']",['Archery Outdoor Field'],[],['3D Archery'],http://www.orancobowmen.org
6399,Firearms Training Associates,14995 River Road,CA,Corona,92880,(714) 701-9918,Non-NSSF,"['Public', 'Indoor/Outdoor', 'Commercial Range', 'Public Access']","['Food Service/Snacks', 'Hunter Education', 'Instruction Available', ""Women's Programs""]",[],[],['Precision Pistol'],http://www.ftatv.com
7070,Mike Raahauge Shooting Enterprises,14995 River Rd,CA,Corona,92880,(760) 636-9441,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Law enforcement', 'Municipal Facility', ""Gun/Sportsman's Club"", 'Hunting Preserve', 'Handicap accessible', 'Public Access', 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Picnic Area', 'Retail Store', 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']","['Cowboy Action Shooting', 'Handgun Metallic Silhouette', 'Hi-Power Rifle Matches', 'Muzzle Loading Events', 'Practical/Action Pistol', 'Rifle Metallic Silhouette', 'Skeet Competition', 'Smallbore', 'Sporting Clays/FITASC', 'Trap Competition']",http://www.raahauges.com
4386,Kingsburg Gun Club 1,2246 Gilbert Drive Ave 388 & Road 24,CA,Kingsburg,93631-9657,(559) 897-2890,Non-NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Members Only', 'Memberships Available']","['Camper/RV Sites', 'Clubhouse/Lounge/Lodge']",['Shotguns'],[],['Trap Competition'],http://www.kingsburggunclub.org
8654,Riverside Indoor Shooting Range,11631 sterling ave,CA,Riverside,92503,951-353-0001,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Law enforcement', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Indoor']","['Handgun/Smallbore Rifle: 50 ft', 'Center-Fire Rifle: 50 ft']",['Practical/Action Pistol'],http://www.riversideindoorshootingrange.com
8655,FirePower Depot,11631 sterling ave,CA,Riverside,92503,951-353-0001,Non-NSSF,"['Public', 'Indoor/Outdoor', 'Commercial Range', 'Law enforcement', 'Military Facility', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Indoor']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Handgun/Smallbore Rifle: 50 ft', 'Center-Fire Rifle: 75 ft', 'Center-Fire Rifle: 50 ft']","['3 Gun/Multi Gun', 'Practical/Action Pistol']",http://www.firepowerdepot.com
5345,"LAX Firing Range, Inc.",927 W Manchester Blvd,CA,Inglewood,90301-1526,(310) 568-1515,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Law enforcement', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Instruction Available', 'Retail Store']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 75 ft']",[],http://www.laxrange.com
11108,Angeles Shooting Range,927 West Manchester Boulevard,CA,Inglewood,90301,(310) 346-1317,Non-NSSF,"['Public', 'Outdoor', 'Municipal Facility', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Instruction Available', 'Junior Rifle', 'Lodging Available', 'Picnic Area', 'Retail Store']","['Handguns', 'Rifles', 'Shotguns', 'Archery Indoor', 'Archery Outdoor Field', 'Archery Outdoor 3D']","['Handgun/Smallbore Rifle: 100 yd/mtr', 'Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']","['3D Archery', '3 Gun/Multi Gun', 'Airgun', 'Bench Rest', 'Cowboy Action Shooting', 'Handgun Metallic Silhouette', 'Hi-Power Rifle Matches', 'Muzzle Loading Events', 'Practical/Action Pistol', 'Precision Pistol', 'Rifle Metallic Silhouette', 'Rimfire Challenge', 'Skeet Competition', 'Smallbore', 'Sporting Clays/FITASC', 'Trap Competition']",https://www.angelesshooting.com/
1586,Insight Shooting Range,17020 Alburtis Ave,CA,Artesia,90701-2615,(562) 860-4365,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Retail Store']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 75 ft']",[],http://www.insightrangeinc.com
7740,The Beaumont Indoor Shooting Range,877 W 4th St Ste D,CA,Beaumont,92223-2637,(951) 845-5757,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access']",[],['Rifles'],['Center-Fire Rifle: 75 ft'],[],http://thebeaumontindoorshootingrange.com/
3853,"Big Horn Mountain Men, Inc.",2179 N Batavia St,CA,Orange,92865,(909) 874-1242,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Members Only', 'Memberships Available']",[],[],[],['Muzzle Loading Events'],http://www.bighornmountainmen.com/index.html
8625,Hi-Desert Rod & Gun Club,8046 Yucca Park Rd.,CA,Morongo Valley,92256,760 365-1355,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Instruction Available', 'Picnic Area', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 100 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']","['Bench Rest', 'Handgun Metallic Silhouette', 'Hi-Power Rifle Matches', 'Muzzle Loading Events', 'Rimfire Challenge', 'Smallbore', 'Trap Competition']",http://hdrgc.org
1702,Evan's Gunsmithing Shooters World,1637 N Brian St,CA,Orange,92867-3423,(714) 283-5248,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Law enforcement', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Instruction Available', 'Retail Store', 'Youth Programs']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 75 ft']","['Cowboy Action Shooting', 'Practical/Action Pistol', 'Smallbore']",https://evansgunworld.com/
7067,Enforcement Trainers,1095 N. Main St Suite D,CA,Orange,92867-3423,(714) 921-8990,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access']",['Instruction Available'],[],[],[],http://www.enforcementtrainers.com
7608,San Joaquine Valley Rod and Gun Club,537 Iora Ave,CA,Leemoore,93245,(555) 998-3385,Non-NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Instruction Available']","['Shotguns', 'Archery Outdoor Field']",[],"['Skeet Competition', 'Trap Competition']",https://www.facebook.com/San-Joaquin-Valley-Rod-and-Gun-Club-143175959117081/
2314,Bishop Gun Club,US Hwy 395,CA,Bishop,93515,(760) 873-8326,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Members Only', 'Memberships Available']",[],[],[],[],http://www.uspsa2.org/bishop.htm
2629,Izaak Walton League - Santa Ana,1714 W Santa Clara Ave,CA,Santa Ana,92706-1806,(714) 547-1691,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Members Only', 'Memberships Available']",[],[],[],[],https://www.facebook.com/orangeikes
7062,California Security Academy,1525 E 17th St # J,CA,Santa Ana,92705-8522,(714) 504-9367,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Law enforcement', 'Handicap accessible', 'Public Access']",['Instruction Available'],[],[],[],http://www.encinas-csa.com
5096,"Shooters Paradise of Oxnard, Inc.",1910 Sunkist Cir,CA,Oxnard,93033-3923,(805) 486-1177,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible']","['Equipment Rentals', 'Instruction Available', 'Retail Store']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 50 ft', 'Center-Fire Rifle: 50 ft']",[],http://www.shootersparadiseoxnard.com
7083,Self Defense Firearms Training,5375 Industrial Dr # 107,CA,Huntington Beach,92649-1545,(714) 893-8676,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access']",['Instruction Available'],[],[],[],http://www.firearmstraining.com
5785,Lemoore Sportsmans Club,23310 Elgin Ave,CA,Lemoore,93245,(559) 924-7240,Non-NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Members Only', 'Memberships Available']",['Camper/RV Sites'],['Shotguns'],[],[],http://www.lemooresportsmansclub.com
1579,Firing Line Indoor Shooting Range-Huntington Beach,17921 Jamestown Lane,CA,Huntington Beach,92647,(818) 954-9810,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Law enforcement', 'Military Facility', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']",[],[],[],[],http://www.firingline.net
6850,Range Master of Santa Maria,2004 Preisker Ln Unit 1,CA,Santa Maria,93454-1156,(805) 345-2501,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access']","['Equipment Rentals', 'Instruction Available']",['Handguns'],['Handgun/Smallbore Rifle: 50 ft'],['Precision Pistol'],#
4061,Marksman Range & Threads dba Range Master,11 Higuera St,CA,San Luis Obispo,93401,(805) 545-0322,NSSF,"['Public', 'Indoor', 'Commercial Range', 'Law enforcement', 'Handicap accessible', 'Public Access']","['Equipment Rentals', 'Instruction Available', 'Picnic Area', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 75 ft']",['Airgun'],http://www.rangemastertacticalgear.com
11928,Santa Lucia Sportsmen's Association,10400 Santa Clara Rd PO Box 1077,CA,Atascadero,93423,(805) 466-9995,NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Members Only', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Hunter Education', 'Instruction Available', 'Junior Rifle', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']","['3D Archery', 'Hi-Power Rifle Matches', 'Muzzle Loading Events', 'Skeet Competition', 'Trap Competition']",https://slsa.club/
10919,San Luis Obispo Sportsmen's Association,3270 Gilardi Road,CA,San Luis Obispo,93405,(805) 541-4867,NSSF,"['Public', 'Outdoor', 'Municipal Facility', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Hunter Education', 'Instruction Available', 'Picnic Area', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field', 'Archery Outdoor 3D']","['Handgun/Smallbore Rifle: 300 yd/mtr', 'Center-Fire Rifle: 1000 yd/mtr']","['3D Archery', '3 Gun/Multi Gun', 'Cowboy Action Shooting', 'Hi-Power Rifle Matches', 'Muzzle Loading Events', 'Practical/Action Pistol', 'Rimfire Challenge', 'Skeet Competition', 'Smallbore', 'Sporting Clays/FITASC', 'Trap Competition']",http://www.slosa.org
1595,Winchester Canyon Gun Club,6590 West Camino Cielo,CA,Goleta,93117,(805) 964-5606,Non-NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Hunter Education', 'Instruction Available', 'Picnic Area', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 200 yd/mtr']","['Cowboy Action Shooting', 'Muzzle Loading Events', 'Practical/Action Pistol', 'Skeet Competition', 'Smallbore', 'Sporting Clays/FITASC', 'Trap Competition']",http://www.wcgc.org
3691,Santa Ynez Valley Sportsmen's Association,Highway 154 at Bee Rock,CA,Santa Ynez,93460-0453,(805) 688-8176,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access']","['Clubhouse/Lounge/Lodge', 'Food Service/Snacks']","['Rifles', 'Shotguns']",['Center-Fire Rifle: 100 yd/mtr'],[],http://www.cgsta.com/central/santaynez.htm
6220,Vandenberg Air Force Base Rod & Gun Club,Bldg 1521 Taco Road,CA,Vandenberg Afb,93437,(805) 606-4560,Non-NSSF,"['Public', 'Outdoor', 'Military Facility', 'Handicap accessible', 'Members Only', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Food Service/Snacks', 'Picnic Area', 'Retail Store']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 100 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']","['Cowboy Action Shooting', 'Handgun Metallic Silhouette', 'Hi-Power Rifle Matches', 'Precision Pistol', 'Rifle Metallic Silhouette', 'Skeet Competition', 'Sporting Clays/FITASC', 'Trap Competition']",http://www.vafbgunclub.com
9032,Central Coast Long Range Shooters,3270 Gilardi Road,CA,San Luis Obispo,93401,(805) 541-3338,Non-NSSF,"['Public', 'Outdoor', 'Law enforcement', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Camper/RV Sites', 'Clubhouse/Lounge/Lodge', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Picnic Area', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles']",[],"['Bench Rest', 'Hi-Power Rifle Matches', 'Rifle Metallic Silhouette']",https://centralcoastlongrangeshooters.com/
11133,United Defense Tactical,1011 Brioso Drive,CA,Costa Mesa,92627,(949) 612-2721,Non-NSSF,"['Private', 'Indoor', 'Handicap accessible', 'Members Only', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Instruction Available', 'Retail Store', ""Women's Programs""]","['Handguns', 'Archery Indoor']",['Handgun/Smallbore Rifle: 50 ft'],[],http://uniteddefensetactical.com
2434,Coalinga Rifle Club,Derrick Avenue,CA,Coalinga,93210-1142,,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Members Only', 'Memberships Available', 'Host Events Open To Public/Non-Members']",[],[],[],[],http://www.coalingarifleclub.org/
11584,"On Target Indoor Shooting Range, LLC.",27692 Camino Capistrano,CA,Laguna Niguel,92677,(949) 348-0352,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 75 ft']","['Practical/Action Pistol', 'Rimfire Challenge']",http://www.ontargetrange.com
1549,"Iron Sights Shooting Range, Inc.",618 Airport Rd,CA,Oceanside,92054-1243,(760) 721-4388,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available']","['Equipment Rentals', 'Instruction Available', 'Retail Store', ""Women's Programs""]",[],[],"['Handgun Metallic Silhouette', 'Practical/Action Pistol', 'Precision Pistol']",http://www.iron-sights.com
11732,Sacramento Gun Range,3443 Routier Rd.,CA,Sacramento,95827,(916) 246-2010,NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Hunter Education', 'Instruction Available', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 50 yd/mtr']","['Hi-Power Rifle Matches', 'Practical/Action Pistol', 'Precision Pistol', 'Rimfire Challenge', 'Smallbore']",http://www.sgrange.us
1955,Birds Landing Hunting Preserve,2099 Collinsville Rd,CA,Birds Landing,94512,(707) 374-5092,NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Hunting Preserve', 'Members Only', 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Instruction Available', 'Picnic Area', ""Women's Programs""]",['Shotguns'],[],[],http://www.birdslanding.net
9250,HANGTOWN RANGE,1540 BROADWAY,CA,Placerville,95667,530-497-5443,NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Instruction Available', 'Retail Store', ""Women's Programs""]","['Handguns', 'Rifles', 'Archery Indoor']","['Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 75 ft']",[],http://WWW.hangtownrange.com
11617,"United Sportsmen, Inc",4700 Evora Road,CA,Concord,94520,(925) 676-1987,NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Law enforcement', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Hunter Education', 'Junior Rifle', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 100 yd/mtr']","['3 Gun/Multi Gun', 'Airgun', 'Bench Rest', 'Handgun Metallic Silhouette', 'Practical/Action Pistol', 'Rifle Metallic Silhouette', 'Rimfire Challenge', 'Skeet Competition', 'Trap Competition']",https://UnitedSportsmen.com
5719,Diablo Rod and Gun Club,4700 Evora Road,CA,Concord,94522,(925) 676-1987,NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field', 'Archery Outdoor 3D']","['Handgun/Smallbore Rifle: 100 yd/mtr', 'Center-Fire Rifle: 200 yd/mtr']","['3 Gun/Multi Gun', 'Airgun', 'Bench Rest', 'Cowboy Action Shooting', 'Handgun Metallic Silhouette', 'Hi-Power Rifle Matches', 'Muzzle Loading Events', 'Precision Pistol', 'Rifle Metallic Silhouette', 'Rimfire Challenge', 'Trap Competition']",http://www.DiabloRodandGun.Com
5934,Barnwood Arms,120 E Main St,CA,Ripon,95366-2417,(209) 599-4651,NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Food Service/Snacks', 'Instruction Available', 'Retail Store']",['Handguns'],['Handgun/Smallbore Rifle: 50 ft'],['Airgun'],http://www.thebarnwoodarms.com
8876,Reed's Indoor Range,1100 Duane Avenue,CA,Santa Clara,95054,408-970-9870,NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Hunter Education', 'Instruction Available', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 75 ft']","['Practical/Action Pistol', 'Precision Pistol']",http://WWW.REEDSINDOORRANGE.COM
2583,Santa Clara County Sports Park,9580 Malech Rd,CA,San Jose,95138-2000,(408) 463-0652,NSSF,"['Public', 'Indoor', 'Municipal Facility', 'Handicap accessible', 'Public Access']",['Instruction Available'],"['Rifles', 'Shotguns']","['Center-Fire Rifle: 200 yd/mtr', 'Center-Fire Rifle: 75 ft']",[],https://www.sccgov.org/sites/parks/AboutUs/Pages/FieldSportsRangeFees.aspx
9123,Stage Stop Gun Shop & Indoor Range,601 ATWATER BLVD,CA,ATWATER,95301,209-358-4867,NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Hunter Education', 'Instruction Available', 'Retail Store', ""Women's Programs""]","['Handguns', 'Rifles', 'Shotguns', 'Archery Indoor']",['Center-Fire Rifle: 75 ft'],[],http://www.stagestopgunshop.com
1765,Coyote Valley Sporting Clays,1000 San Bruno Ave,CA,Morgan Hill,95037,(408) 778-3600,NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Hunter Education', 'Instruction Available', 'Picnic Area', ""Women's Programs""]",['Shotguns'],[],['Cowboy Action Shooting'],http://www.coyoteclays.com
